Open,High,Low,Close,Volume,Date
12.333865991832202,12.427258442674104,12.321815041606417,12.388997077941895,302220800,2012-01-03
12.351936406692062,12.492930060683548,12.330245508484383,12.455572128295898,260022000,2012-01-04
12.501068813228626,12.609524150086749,12.432379199698845,12.59385871887207,271269600,2012-01-05
12.64627951624786,12.736056684025895,12.62970986155222,12.725512504577637,318292800,2012-01-06
12.818905226491964,12.886689809020162,12.693878631504786,12.705327033996582,394024400,2012-01-09
12.831257292834932,12.833969159039405,12.698398373957813,12.750819206237793,258196400,2012-01-10
12.733944308201739,12.73906636316694,12.63241789030113,12.73002815246582,215084800,2012-01-11
12.721895623742833,12.740573790197626,12.61554801013884,12.695082664489746,212587200,2012-01-12
12.644167207298516,12.666761525991065,12.61283474541582,12.647480010986328,226021600,2012-01-13
12.779738978999221,12.833666575190794,12.742381840424624,12.79480266571045,242897200,2012-01-17
12.862889247949672,12.938506945990694,12.843005985454255,12.927661895751953,276791200,2012-01-18
12.958992314585569,12.995746098624073,12.849331096488326,12.886688232421875,261738400,2012-01-19
12.878857159817183,12.879158031343263,12.645676095821273,12.662245750427246,413974400,2012-01-20
12.73364618195094,12.907779194456733,12.72249945525104,12.876446723937988,306062400,2012-01-23
12.806851449470173,12.806851449470173,12.639648175360852,12.665556907653809,547638000,2012-01-24
13.690769995501615,13.69107086700474,13.368113464824575,13.456384658813477,958314000,2012-01-25
13.507599715178987,13.520553278551624,13.350338854271236,13.395227432250977,323985200,2012-01-26
13.386493298245673,13.511218235912109,13.36932189864241,13.475066184997559,299709200,2012-01-27
13.427766681930274,13.674504692353699,13.418126724906177,13.64769172668457,379341200,2012-01-30
13.725414823646913,13.80525035039034,13.649495453132701,13.752227783203125,391683600,2012-01-31
13.81037601051761,13.82784908581427,13.724214120251792,13.743494033813477,270046000,2012-02-01
13.734751707372848,13.773012255754946,13.676908773189298,13.71125316619873,186796400,2012-02-02
13.776932083589863,13.858273571130947,13.724511263003263,13.8486328125,286599600,2012-02-03
13.80946813061416,14.008303951938641,13.8040460083159,13.977875709533691,249412800,2012-02-06
14.016442584284095,14.152013377203744,13.996256837996134,14.124296188354492,316223600,2012-02-07
14.174608021195262,14.36410401143992,14.15050611731025,14.360791206359863,407890000,2012-02-08
14.48370784408589,14.965433792499317,14.477682368053987,14.857580184936523,884214800,2012-02-09
14.790999461688989,14.991642165657948,14.71839288374899,14.865110397338867,631302000,2012-02-10
15.049186095029158,15.178731421463889,14.975676893452452,15.14167594909668,517216000,2012-02-13
15.203733750030628,15.35135387506582,15.123597340574193,15.348341941833496,460398400,2012-02-14
15.492945556797917,15.855368543846618,14.969644837413567,14.993144989013672,1506120000,2012-02-15
14.807265385596338,15.21066166514431,14.660547892373964,15.129921913146973,944552000,2012-02-16
15.157038376311258,15.297429547710815,15.072382453298099,15.127213478088379,535805200,2012-02-17
15.270612249180747,15.510722160339354,15.187462316466055,15.510722160339355,605595200,2012-02-21
15.457401880151027,15.530006853444887,15.336593099741888,15.456196784973145,483302400,2012-02-22
15.517655614996414,15.600504704894423,15.34954885369267,15.557121276855469,568027600,2012-02-23
15.65593207964917,15.753240669745809,15.62490209504924,15.738478660583496,415072000,2012-02-24
15.705343102663539,15.921954521454383,15.553806819016529,15.839407920837402,547582000,2012-02-27
15.90568514770963,16.130128860473633,15.842117593711773,16.130128860473633,600387200,2012-02-28
16.31540275062305,16.49766969138606,16.13886041152695,16.3419132232666,952011200,2012-02-29
16.514552729892426,16.51575943442133,16.23136170210928,16.40308380126953,683270000,2012-03-01
16.39615387012841,16.473276761333477,16.344334765587963,16.42447280883789,431712400,2012-03-02
16.431694395695438,16.4937543642515,15.846632939561996,16.062341690063477,809124400,2012-03-05
15.776143508057313,16.07831350431319,15.552000614829678,15.974979400634766,810238800,2012-03-06
16.172001232387796,16.201525248824822,15.76529060988182,15.987927436828613,798520800,2012-03-07
16.10843007256375,16.358481541748827,16.031004764675625,16.32835578918457,516457200,2012-03-08
16.395241541750043,16.501589151859285,16.36210223760438,16.424163818359375,418919200,2012-03-09
16.5389542201841,16.62993812561035,16.4793027976359,16.62993812561035,407282400,2012-03-12
16.796830359488155,17.117377535823184,16.742901964242495,17.114967346191406,690855200,2012-03-13
17.41473238209892,17.9169432850303,17.334895235662543,17.76209259033203,1418844000,2012-03-14
18.06426709192725,18.076318045708213,17.4297996602809,17.640987396240234,1159718000,2012-03-15
17.61567516832408,17.750642592760073,17.413224031670097,17.64128303527832,825487600,2012-03-16
18.02690611295802,18.129335975903366,17.746125397751676,18.10915184020996,901236000,2012-03-19
18.06125148788833,18.283886780230336,17.819334673414808,18.255569458007812,816662000,2012-03-20
18.158559611130304,18.366735365159112,18.11849221021229,18.151329040527344,644042000,2012-03-21
18.00912313786593,18.21157580807705,17.941338579366413,18.056121826171875,623870800,2012-03-22
18.090772589449575,18.130238241978045,17.907300505190985,17.95701026916504,430488800,2012-03-23
18.069687305115483,18.291421613350348,17.933215497035107,18.286298751831055,595742000,2012-03-26
